,id,region,regulated_dam,primary_purpose,primary_type,height,length,volume,surface,drainage,spillway,inspection_frequency,distance_to_nearest_city,hazard,assessment,probability_of_failure,dam_repair_loss,damage_loss,business_interruption_loss,age,modification_count,years_from_modification,years_from_inspection,years_from_assessment
4520,SOAD14374,Navaldia,Yes,Other,Earth,6.729,1.0,,,,,0.0,,Low,Not Rated,0.072,27.2,22.3,,49.0,0,49.0,49.0,11.0
4521,SOAD14621,Navaldia,No,Other,Earth,9.86,0.194,,,3851.11734,,0.0,,Low,Not Rated,0.1177,43.3,15.8,,41.0,0,41.0,41.0,11.0
4522,SOAD14649,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.029,0.201,,0.08471,,,0.0,,Low,Not Rated,0.0839,13.2,8.3,,52.0,0,52.0,52.0,11.0
4523,SOAD15089,Flumevale,Yes,Water Supply,Arch,16.029,0.05,1550.0,0.05713,492.70865,,1.0,4.01,Significant,Satisfactory,0.1302,5.7,204.4,6.8,112.0,0,112.0,4.0,8.0
4524,SOAD15221,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.836,0.15,,,,,0.0,8.24,Low,,0.1206,21.2,194.5,,60.0,0,60.0,60.0,60.0
4525,SOAD15316,Navaldia,No,Recreation,Earth,8.623,0.18,,0.02364,,Uncontrolled,0.25,6.66,Low,Fair,0.0541,29.5,134.9,3.9,,0,,5.0,5.0
4526,SOAD15340,Lyndrassia,No,Flood Risk Reduction,Earth,7.268,,,0.0591,340.90112,,0.0,0.0,Low,Not Rated,0.0957,43.0,536.2,,60.0,0,60.0,60.0,60.0
4527,SOAD15365,Navaldia,Yes,Recreation,Earth,3.256,0.085,,0.14578,2.66329,,0.5,,Significant,Poor,0.149,30.4,55.4,5.9,78.0,0,78.0,5.0,78.0
4528,SOAD15704,Navaldia,No,Water Supply,Earth,3.604,0.2,,,,,0.0,,Low,Not Rated,0.1016,39.5,9.0,39.7,62.0,0,62.0,62.0,11.0
4529,SOAD15850,Lyndrassia,Yes,Irrigation,Earth,4.232,0.067,,,,,0.0,16.15,Low,,0.1096,13.0,263.3,41.0,88.0,0,88.0,88.0,88.0
4530,SOAD15992,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.116,0.05,,,,,0.0,98.82,Low,,0.0774,19.1,138.1,,76.0,0,76.0,76.0,76.0
4531,SOAD16033,Lyndrassia,No,Recreation,Earth,8.947,,,0.04137,665.8225,,0.0,20.55,Low,Not Rated,0.0987,44.0,311.1,7.6,84.0,0,84.0,84.0,84.0
4532,SOAD16472,Lyndrassia,No,Water Supply,Earth,7.928,,,0.04925,442.10614,,0.0,0.0,Low,Not Rated,0.0939,29.3,701.2,70.9,74.0,0,74.0,74.0,74.0
4533,SOAD16643,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,2.866,0.033,,,,,0.0,30.51,Low,,0.1198,8.2,56.7,,61.0,0,61.0,61.0,61.0
4534,SOAD16848,Lyndrassia,No,Grade Stabilization,Earth,9.507,0.198,15057.0,0.06304,615.2199899999999,Uncontrolled,0.0,,Low,Not Rated,0.1102,16.3,6.3,,30.0,0,30.0,21.0,30.0
4535,SOAD16926,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.759,0.083,,,,,0.0,19.87,Low,,0.0672,8.6,118.6,,78.0,0,78.0,78.0,78.0
4536,SOAD17186,Flumevale,Yes,Water Supply,Earth,11.88,0.147,27961.0,0.06501,2.66329,,2.0,,Low,Satisfactory,0.0616,15.4,12.8,10.0,76.0,0,76.0,3.0,8.0
4537,SOAD17353,Navaldia,No,Recreation,Earth,6.775,0.168,5257.0,,,,0.0,7.96,Low,Not Rated,0.108,17.9,111.4,3.7,46.0,0,46.0,46.0,11.0
4538,SOAD18288,Flumevale,Yes,,Earth,11.116,,,0.06107,,,0.0,,Low,Fair,0.0914,28.6,19.0,,77.0,0,77.0,77.0,5.0
4539,SOAD18295,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.603,0.2,,0.08077,,,0.0,,Low,Not Rated,0.0789,30.0,9.0,,75.0,0,75.0,75.0,11.0
4540,SOAD18611,Flumevale,Yes,Water Supply,Earth,25.916,0.323,5600.0,0.04137,,,1.0,1.58,High,Satisfactory,0.0941,23.1,901.8,10.4,61.0,0,61.0,3.0,8.0
4541,SOAD19187,Navaldia,Yes,Water Supply,Buttress,4.304,0.1,,,,,0.0,1.56,Low,Not Rated,0.0662,31.2,513.0,40.7,68.0,0,68.0,46.0,11.0
4542,SOAD19346,Lyndrassia,No,,Earth,12.055,,,0.04137,189.09359,,0.0,0.0,High,Not Rated,0.1236,8.3,478.6,,,0,,29.0,
4543,SOAD19562,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.721,0.1,,,,,0.0,67.19,Low,,0.1318,6.4,196.6,,53.0,0,53.0,53.0,53.0
4544,SOAD19589,Navaldia,Yes,Flood Risk Reduction,Earth,8.779,0.387,17100.0,0.02561,2.66329,Uncontrolled,0.2,11.46,Significant,Fair,0.0971,12.1,367.5,,49.0,0,49.0,6.0,6.0
4545,SOAD20272,Lyndrassia,No,Flood Risk Reduction,Earth,9.091,0.221,16558.0,0.04137,247.68597,Uncontrolled,1.0,,Low,Not Rated,0.1029,27.0,16.4,,33.0,0,33.0,26.0,33.0
4546,SOAD20358,Flumevale,Yes,Irrigation,Earth,3.668,0.067,,0.10047,7.98987,Uncontrolled,0.16666666666666666,45.95,Low,Not Rated,0.0789,14.0,226.1,13.4,79.0,0,79.0,35.0,79.0
4547,SOAD20647,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.046,0.083,,,,,0.0,45.41,Low,,0.123,10.2,128.3,,75.0,0,75.0,75.0,75.0
4548,SOAD00438,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.062,0.18,,,,,0.0,125.94,Low,Not Available,0.1133,22.0,202.0,,87.0,0,87.0,87.0,87.0
4549,SOAD01914,Navaldia,No,Water Supply,Earth,5.014,0.1,,0.08471,,,0.0,,Low,Not Rated,0.0771,39.6,12.0,50.4,54.0,0,54.0,54.0,11.0
4550,SOAD01927,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.698,0.188,,,2.66329,,0.0,,Low,Not Rated,0.0606,5.4,20.8,,68.0,0,68.0,68.0,11.0
4551,SOAD02188,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.259,0.033,,,109.19489,,0.0,50.1,Low,,0.1065,17.2,97.2,,81.0,0,81.0,81.0,81.0
4552,SOAD02261,Navaldia,No,Recreation,Earth,2.916,0.283,,0.08077,,,0.0,,Low,Not Rated,0.0684,33.5,10.3,3.7,62.0,0,62.0,62.0,11.0
4553,SOAD02304,Lyndrassia,No,Grade Stabilization,Earth,8.2,0.13,9442.0,0.02561,460.74917,Uncontrolled,0.0,,Low,Not Rated,0.1081,39.1,17.7,,16.0,0,16.0,16.0,16.0
4554,SOAD02889,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.015,0.053,,,,,0.0,13.05,Low,,0.1211,22.6,176.6,,66.0,0,66.0,66.0,66.0
4555,SOAD02975,Navaldia,Yes,Flood Risk Reduction,Earth,8.746,0.1,,0.05516,15.97974,,0.2,,Low,Satisfactory,0.0469,5.6,9.1,,34.0,0,34.0,8.0,34.0
4556,SOAD03151,Navaldia,No,,Earth,7.276,0.256,23447.0,,,,0.0,,Low,Not Rated,0.1071,11.4,10.6,,57.0,0,57.0,57.0,11.0
4557,SOAD03314,Navaldia,No,Water Supply,Earth,7.826,0.183,,0.04137,,,0.0,,Low,Not Rated,0.0589,42.8,17.7,11.7,59.0,0,59.0,59.0,11.0
4558,SOAD03434,Lyndrassia,No,Flood Risk Reduction,Gravity,5.1,0.129,5733.0,0.1851799999999999,7.98987,,0.2,89.52,Low,Not Rated,0.0666,24.5,217.4,,89.0,1,89.0,8.0,89.0
4559,SOAD04029,Navaldia,No,Recreation,Earth,10.738,0.141,,,623.2098599999999,,0.0,,Low,Not Rated,0.0582,29.0,17.6,5.9,46.0,0,46.0,46.0,11.0
4560,SOAD04073,Lyndrassia,Yes,Irrigation,Earth,12.452,0.097,,,13.31645,,0.0,40.56,Low,,0.1119,17.4,205.6,18.5,58.0,0,58.0,58.0,58.0
4561,SOAD04449,Lyndrassia,No,Grade Stabilization,Earth,9.69,0.203,10410.0,0.00788,143.81766,Uncontrolled,0.0,,Low,Not Rated,0.1042,33.9,15.1,,45.0,0,45.0,45.0,45.0
4562,SOAD04490,Navaldia,No,Recreation,Earth,3.498,0.237,,0.09653,,,0.0,,Low,Not Rated,0.1145,44.8,6.1,8.4,60.0,0,60.0,60.0,11.0
4563,SOAD04856,Lyndrassia,No,Flood Risk Reduction,Earth,9.762,0.193,14723.0,0.16351,2117.31555,Uncontrolled,1.0,,Low,Not Rated,0.0847,47.6,6.7,,25.0,0,25.0,25.0,25.0
4564,SOAD05731,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.418,0.3,,,,,0.0,12.9,Low,,0.1206,18.5,306.9,,59.0,0,59.0,59.0,59.0
4565,SOAD05831,Navaldia,No,,Earth,5.946,0.233,,0.0453099999999999,,,0.0,,Low,Not Rated,0.0603,17.1,11.0,,61.0,0,61.0,61.0,11.0
4566,SOAD05876,Flumevale,Yes,Irrigation,Earth,3.49,0.8,48672.0,0.12017,,,0.16666666666666666,15.61,Low,Not Rated,0.1063,42.5,179.6,40.1,133.0,0,133.0,32.0,133.0
4567,SOAD05971,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.343,0.05,,,2.66329,Uncontrolled,0.0,0.0,Low,,0.0943,5.7,495.7,,70.0,0,70.0,70.0,70.0
4568,SOAD06420,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.823,0.067,,,7.98987,Uncontrolled,0.0,14.22,Low,,0.1056,9.2,349.7,,67.0,0,67.0,67.0,67.0
4569,SOAD06475,Lyndrassia,No,Irrigation,Earth,3.595,0.035,,,,,0.0,33.84,Low,Not Available,0.093,43.3,121.2,6.4,101.0,0,101.0,101.0,101.0
4570,SOAD07301,Lyndrassia,No,Recreation,Earth,3.654,,,0.11426,316.93151,,0.0,0.0,Low,Not Rated,0.0865,15.8,784.4,8.3,58.0,0,58.0,58.0,58.0
4571,SOAD07321,Flumevale,Yes,Irrigation,Earth,15.523,0.25,88989.0,0.04137,,,0.16666666666666666,45.13,Low,Not Rated,0.0546,14.2,188.6,27.3,42.0,1,24.0,6.0,42.0
4572,SOAD08317,Navaldia,No,Recreation,Earth,6.163,,,0.0906199999999999,,,0.0,,Low,Not Rated,0.1183,10.7,18.8,6.2,60.0,0,60.0,60.0,11.0
4573,SOAD08555,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.211,0.192,13392.0,,,,0.0,9.78,Low,Not Rated,0.0975,41.7,471.3,,51.0,0,51.0,51.0,11.0
4574,SOAD08826,Navaldia,Yes,Recreation,Earth,8.672,0.18,16804.0,0.03546,,Uncontrolled,0.2,0.0,High,Poor,0.0773,26.2,348.9,3.5,36.0,1,16.0,2.0,2.0
4575,SOAD09219,Navaldia,Yes,,Earth,3.032,0.15,3000.0,0.04925,5.32658,Uncontrolled,0.0,,Low,Not Rated,0.1131,33.7,17.1,,,0,,,10.0
4576,SOAD09421,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.614,,,0.04137,1046.67297,,0.0,11.07,High,Not Rated,0.1084,15.0,421.8,,52.0,0,52.0,52.0,52.0
4577,SOAD09440,Lyndrassia,No,Fish and Wildlife Pond,Earth,8.26,0.2,35000.0,0.10441,2093.34594,Uncontrolled,0.0,,Low,Not Rated,0.072,37.3,15.8,,50.0,0,50.0,50.0,50.0
4578,SOAD09523,Lyndrassia,No,Flood Risk Reduction,Earth,10.131,0.143,17350.0,0.0394,759.03765,Uncontrolled,0.0,,Low,Not Rated,0.0963,37.4,19.8,,37.0,0,37.0,37.0,37.0
4579,SOAD10032,Navaldia,Yes,Flood Risk Reduction,Earth,12.052,0.075,,,2.66329,Uncontrolled,0.2,,High,Fair,0.07,18.2,674.7,,14.0,0,14.0,3.0,2.0
4580,SOAD10062,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.052,0.067,,,5.32658,Uncontrolled,0.0,0.0,Low,,0.0926,12.6,602.4,,61.0,0,61.0,61.0,61.0
4581,SOAD10216,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.834,0.125,,,,,0.0,48.29,Low,,0.1035,8.8,58.3,,72.0,0,72.0,72.0,72.0
4582,SOAD10403,Lyndrassia,No,Recreation,Earth,9.294,,,0.04334,2109.32568,,0.0,5.07,High,Not Rated,0.1605,46.7,471.6,7.8,53.0,0,53.0,53.0,53.0
4583,SOAD11227,Lyndrassia,No,Grade Stabilization,Earth,10.127,0.158,10717.0,0.30141,18254.18966,Uncontrolled,0.0,,Low,Not Rated,0.112,470.4,20.0,,55.0,0,55.0,55.0,55.0
4584,SOAD11369,Navaldia,No,Irrigation,Earth,4.326,,,,,,0.0,,Low,Not Rated,0.1061,44.9,21.3,3.7,,0,,,11.0
4585,SOAD11794,Flumevale,Yes,Water Supply,Earth,11.525,0.24,18000.0,0.0591,13.31645,,2.0,,Low,Satisfactory,0.0849,17.8,18.0,23.3,56.0,0,56.0,3.0,8.0
4586,SOAD11938,Navaldia,No,Other,Earth,10.445,0.106,,,7896.65485,,0.0,20.95,Low,Not Rated,0.0996,38.3,166.4,,46.0,0,46.0,46.0,11.0
4587,SOAD12027,Navaldia,No,Irrigation,Earth,4.748,0.107,,,,,0.0,,Low,Not Rated,0.1301,37.6,5.4,5.4,61.0,0,61.0,51.0,11.0
4588,SOAD12183,Lyndrassia,No,Grade Stabilization,Earth,12.408,0.117,13000.0,0.22064,1190.49063,Uncontrolled,0.0,,Low,Not Rated,0.1013,34.5,21.3,,41.0,0,41.0,41.0,41.0
4589,SOAD12424,Navaldia,No,,Earth,5.087,,,,,,0.0,,Low,Not Rated,0.0676,46.2,12.3,,62.0,0,62.0,19.0,11.0
4590,SOAD12543,Lyndrassia,Yes,Recreation,Earth,13.672,0.2,50000.0,0.05122,,Uncontrolled,0.2,0.0,Low,Satisfactory,0.04,21.7,321.9,6.4,55.0,1,38.0,5.0,18.0
4591,SOAD12548,Lyndrassia,No,Flood Risk Reduction,Earth,12.764,0.133,22030.0,0.07486,1028.02994,Uncontrolled,0.0,,Low,Not Rated,0.081,10.4,15.5,,17.0,0,17.0,17.0,17.0
4592,SOAD12684,Lyndrassia,No,Other,Earth,12.366,0.133,22000.0,0.06698,2423.5939,Uncontrolled,1.0,,Low,Not Rated,0.0744,33.6,12.8,,27.0,0,27.0,27.0,27.0
4593,SOAD13701,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.192,0.1,,,,,0.0,54.16,Low,,0.0979,18.7,172.0,,78.0,0,78.0,78.0,78.0
4594,SOAD13844,Navaldia,No,,Earth,3.499,0.293,,0.08274,,,0.0,,Low,Not Rated,0.0968,29.5,14.0,,69.0,0,69.0,69.0,11.0
4595,SOAD13854,Lyndrassia,Yes,Recreation,Earth,12.546,0.21,65000.0,0.04925,,Uncontrolled,0.3333333333333333,23.15,High,Satisfactory,0.0821,13.6,361.5,7.2,55.0,1,34.0,4.0,18.0
4596,SOAD14017,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Gravity,9.224,0.132,15168.0,0.07289,2.66329,,0.2,0.0,Low,Not Rated,0.0671,26.4,828.1,,62.0,0,62.0,10.0,62.0
4597,SOAD14083,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.61,0.042,,,,,0.0,44.6,Low,,0.0964,10.7,85.0,,75.0,0,75.0,75.0,75.0
4598,SOAD14279,Lyndrassia,No,Debris Control,Earth,7.87,0.1,10274.0,0.0453099999999999,575.27064,Uncontrolled,0.0,,Low,Not Rated,0.0761,23.1,11.1,,53.0,0,53.0,53.0,53.0
4599,SOAD14360,Lyndrassia,No,Flood Risk Reduction,Earth,9.037,,,0.04137,495.37194,,0.0,0.0,Low,Not Rated,0.0983,32.5,470.4,,66.0,0,66.0,66.0,66.0
4600,SOAD15110,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.084,0.14,,,,,0.0,64.07,Low,,0.1031,19.0,231.3,,72.0,0,72.0,72.0,72.0
4601,SOAD15139,Lyndrassia,No,Flood Risk Reduction,Earth,5.444,,,0.07486,4745.98278,,0.0,0.0,High,Not Rated,0.1198,14.7,409.1,,63.0,0,63.0,46.0,63.0
4602,SOAD15151,Lyndrassia,No,Recreation,Earth,11.448,,,0.03349,61.25567,,0.0,0.0,Low,Not Rated,0.1163,22.2,422.6,8.8,54.0,0,54.0,54.0,54.0
4603,SOAD15217,Navaldia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.711,0.132,,,,,0.0,,Low,Not Rated,0.1176,16.3,17.2,,57.0,0,57.0,57.0,11.0
4604,SOAD16595,Lyndrassia,No,Grade Stabilization,Earth,8.743,0.14,12200.0,0.05122,1400.89054,Uncontrolled,0.0,,Low,Not Rated,0.0901,13.3,12.8,,61.0,0,61.0,61.0,61.0
4605,SOAD16747,Navaldia,No,Water Supply,Earth,2.516,0.267,,0.08668,,,0.0,,Low,Not Rated,0.1212,38.4,22.9,53.8,57.0,0,57.0,57.0,11.0
4606,SOAD16819,Flumevale,No,Fish and Wildlife Pond,Earth,11.926,0.267,,0.10047,,Uncontrolled,0.25,54.77,Low,Poor,0.0882,43.8,218.4,,53.0,0,53.0,2.0,2.0
4607,SOAD18062,Flumevale,Yes,Irrigation,Earth,6.804,0.15,,0.07092,15.97974,Uncontrolled,0.16666666666666666,29.67,Low,Not Rated,0.0553,20.7,291.3,45.9,,0,,9.0,
4608,SOAD18535,Lyndrassia,No,Flood Risk Reduction,Earth,13.33,0.143,21522.0,0.04334,1534.05504,Uncontrolled,0.2,,Low,Not Rated,0.0605,37.0,17.1,,24.0,0,24.0,24.0,24.0
4609,SOAD19449,Lyndrassia,No,Irrigation,Earth,9.722,,,0.04137,455.42259,,0.0,0.0,Low,Not Rated,0.1201,43.3,145.2,36.5,73.0,0,73.0,73.0,73.0
4610,SOAD19454,Lyndrassia,No,Recreation,Earth,6.148,,,0.06501,5214.72182,,0.0,3.31,Low,Not Rated,0.0732,41.1,692.7,4.9,64.0,0,64.0,64.0,64.0
4611,SOAD19706,Navaldia,Yes,Water Supply,Earth,9.424,0.097,,0.02561,7.98987,,1.0,,High,Fair,0.1027,12.6,814.3,41.3,140.0,0,140.0,5.0,140.0
4612,SOAD19769,Lyndrassia,Yes,Flood Risk Reduction,Earth,17.422,0.167,40000.0,0.04334,,Uncontrolled,0.5,0.0,High,Satisfactory,0.0716,45.8,403.8,,52.0,0,52.0,3.0,18.0
4613,SOAD19956,Flumevale,Yes,Water Supply,Earth,12.262,0.134,24700.0,0.07486,2.66329,,1.0,8.13,High,Satisfactory,0.0925,20.9,179.2,35.4,74.0,0,74.0,3.0,8.0
4614,SOAD20093,Navaldia,Yes,Recreation,Other,3.272,0.11,,0.10638,1563.35123,Uncontrolled,0.2,,Significant,Not Rated,0.1236,19.3,438.5,6.6,49.0,0,49.0,9.0,4.0
4615,SOAD20243,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.723,0.05,,,,,0.0,31.1,Low,,0.0714,6.0,129.1,,95.0,0,95.0,95.0,95.0
4616,SOAD20600,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.449,0.067,,,,,0.0,16.51,Low,,0.0745,14.0,344.8,,75.0,0,75.0,75.0,75.0
4617,SOAD20641,Navaldia,No,Recreation,Earth,5.051,0.33,,0.06895,,,0.0,,Low,Not Rated,0.0728,9.4,5.4,6.7,62.0,0,62.0,62.0,11.0
4618,SOAD20751,Navaldia,No,Recreation,Earth,5.864,0.267,,0.0886499999999999,,,0.0,,Low,Not Rated,0.1216,15.4,12.7,7.6,60.0,0,60.0,60.0,11.0
4619,SOAD00033,Navaldia,Yes,Recreation,Earth,4.938,0.158,,0.08274,23.96961,,0.5,,Significant,Poor,0.153,18.4,394.2,3.4,104.0,0,104.0,4.0,104.0
4620,SOAD00382,Lyndrassia,Yes,Other,Earth,4.19,0.913,,,,,0.0,0.0,Low,,0.0756,20.2,428.2,,66.0,0,66.0,66.0,66.0
4621,SOAD00486,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.9,0.2,,,,,0.0,0.0,Low,,0.0943,21.5,613.3,,63.0,0,63.0,63.0,63.0
4622,SOAD01047,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.289,0.067,,,,,0.0,29.12,Low,,0.0797,10.5,175.5,,61.0,0,61.0,61.0,61.0
4623,SOAD01325,Navaldia,No,Irrigation,Earth,3.216,0.533,,,,,0.0,,Low,Not Rated,0.0746,41.6,12.7,35.9,63.0,0,63.0,63.0,11.0
4624,SOAD01547,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.454,0.067,,,,,0.0,19.77,Low,,0.1098,21.1,449.4,,65.0,0,65.0,65.0,65.0
4625,SOAD01553,Navaldia,No,Recreation,Earth,6.155,,,0.08471,,,0.0,,Low,Not Rated,0.1038,37.6,15.6,3.8,67.0,0,67.0,67.0,11.0
4626,SOAD01872,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.544,0.075,11163.0,0.05122,21.30632,Uncontrolled,0.16666666666666666,30.94,Low,Unsatisfactory,0.0968,11.1,219.8,,51.0,0,51.0,10.0,12.0
4627,SOAD01959,Navaldia,Yes,Recreation,Earth,4.743,0.18,,0.06895,2.66329,,1.0,,High,Satisfactory,0.0854,34.4,907.2,3.0,106.0,0,106.0,5.0,106.0
4628,SOAD02463,Navaldia,Yes,Flood Risk Reduction,Earth,7.576,0.093,23000.0,,13.31645,Uncontrolled,0.2,0.0,High,Fair,0.073,45.3,906.0,,28.0,0,28.0,6.0,11.0
4629,SOAD02902,Lyndrassia,No,Flood Risk Reduction,Earth,11.522,0.151,20575.0,0.06698,276.98216,Uncontrolled,0.0,,Low,Not Rated,0.1242,34.1,21.9,,16.0,0,16.0,16.0,16.0
4630,SOAD02957,Navaldia,No,Recreation,Earth,5.175,0.267,30000.0,,,Uncontrolled,0.0,16.67,Low,Not Available,0.0629,19.0,96.6,6.3,48.0,0,48.0,48.0,48.0
4631,SOAD03613,Lyndrassia,No,Fish and Wildlife Pond,Earth,10.395,0.127,,0.03349,1627.27019,Uncontrolled,0.0,,Low,Not Rated,0.1171,26.3,22.6,,52.0,0,52.0,52.0,52.0
4632,SOAD03809,Lyndrassia,No,Recreation,Earth,4.85,,,0.08668,1728.47521,,0.0,0.0,Low,Not Rated,0.0848,32.5,213.4,6.7,53.0,0,53.0,53.0,53.0
4633,SOAD03815,Navaldia,No,Irrigation,Earth,8.304,0.1,,,,,0.0,,Low,Not Rated,0.0687,26.7,5.5,2.6,54.0,0,54.0,53.0,11.0
4634,SOAD03895,Flumevale,Yes,Water Supply,Earth,10.876,0.25,,0.03546,,,2.0,,Low,Satisfactory,0.0707,9.9,5.8,39.2,143.0,0,143.0,4.0,8.0
4635,SOAD04041,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.14,0.333,,,,,0.0,76.64,Low,,0.0836,10.7,114.3,,80.0,0,80.0,80.0,80.0
4636,SOAD04322,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.848,0.05,,,13.31645,Uncontrolled,0.0,0.0,Low,,0.1196,20.1,628.4,,59.0,0,59.0,59.0,59.0
4637,SOAD04677,Lyndrassia,Yes,Irrigation,Earth,7.026,0.133,,,,,0.0,14.71,Low,,0.0676,21.2,248.9,25.9,80.0,0,80.0,80.0,80.0
4638,SOAD05037,Flumevale,Yes,Recreation,Earth,13.392,0.118,16000.0,0.04334,21.30632,Uncontrolled,0.0,64.38,Low,Satisfactory,0.0593,10.7,52.6,3.2,19.0,0,19.0,15.0,4.0
4639,SOAD06332,Flumevale,Yes,Irrigation,Earth,4.117,0.25,15088.0,0.08668,,Uncontrolled,0.16666666666666666,9.36,Low,Satisfactory,0.0502,45.7,277.2,34.2,107.0,0,107.0,5.0,12.0
4640,SOAD06519,Lyndrassia,No,Flood Risk Reduction,Earth,7.081,0.233,15540.0,0.0453099999999999,1065.316,Uncontrolled,0.0,,Low,Not Rated,0.0867,18.9,13.2,,37.0,0,37.0,37.0,37.0
4641,SOAD06672,Lyndrassia,No,Recreation,Earth,9.707,,,0.04137,439.44285,,0.0,20.56,Low,Not Rated,0.1087,33.2,384.2,4.3,67.0,0,67.0,67.0,67.0
4642,SOAD06946,Lyndrassia,No,Flood Risk Reduction,Earth,10.648,0.14,16455.0,0.01576,479.3922,Uncontrolled,1.0,,Low,Not Rated,0.1202,37.0,10.1,,32.0,0,32.0,26.0,32.0
4643,SOAD07176,Navaldia,Yes,Recreation,Earth,3.34,0.267,,0.21473,2.66329,Uncontrolled,0.5,,Significant,Poor,0.1442,39.6,122.4,8.2,61.0,1,39.0,3.0,3.0
4644,SOAD07669,Navaldia,No,,Earth,8.422,0.187,,0.07486,,Uncontrolled,0.0,,Significant,Not Rated,0.1686,45.4,139.8,,33.0,1,21.0,33.0,8.0
4645,SOAD07744,Navaldia,No,,Earth,4.739,0.173,,0.07683,,,0.0,,Low,Not Rated,0.0961,18.2,10.6,,67.0,0,67.0,67.0,11.0
4646,SOAD07862,Flumevale,No,,Earth,7.176,0.093,,0.04728,,,0.0,,Significant,Not Available,0.1486,41.6,295.4,,69.0,0,69.0,3.0,69.0
4647,SOAD08779,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.386,0.027,,,,,0.0,131.65,Low,,0.1047,7.3,137.7,,87.0,0,87.0,87.0,87.0
4648,SOAD08978,Navaldia,No,,,7.208,,,,,,0.0,,Low,Not Available,0.0654,18.2,11.2,,,0,,,
4649,SOAD09846,Flumevale,Yes,Water Supply,Earth,7.643,0.022,4867.0,0.03152,,Uncontrolled,0.16666666666666666,1.69,Low,Fair,0.0614,36.6,416.8,25.5,137.0,0,137.0,5.0,8.0
4650,SOAD10012,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.322,0.04,,,,,0.0,19.69,Low,,0.0994,17.7,236.9,,49.0,0,49.0,49.0,49.0
4651,SOAD10725,Navaldia,No,Recreation,Earth,6.789,0.303,,,5.32658,,0.0,13.02,Low,Not Rated,0.1164,15.6,466.5,6.1,57.0,0,57.0,57.0,11.0
4652,SOAD10909,Navaldia,No,Irrigation,Earth,4.758,,,0.06895,,,0.0,,Low,Not Rated,0.1033,42.2,9.2,42.6,46.0,0,46.0,46.0,11.0
4653,SOAD12294,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.872,0.1,,0.01182,,Uncontrolled,0.0,32.55,Low,,0.0846,12.0,203.8,,73.0,0,73.0,73.0,73.0
4654,SOAD12352,Navaldia,Yes,Recreation,Earth,3.046,0.153,,0.03349,2.66329,Uncontrolled,0.2,,High,Fair,0.0753,7.1,814.8,8.2,65.0,1,44.0,6.0,6.0
4655,SOAD12761,Lyndrassia,No,Flood Risk Reduction,Earth,11.285,0.193,25240.0,0.05122,636.52631,Uncontrolled,0.0,,Low,Not Rated,0.089,35.6,4.9,,21.0,0,21.0,20.0,21.0
