"","X","id","region","regulated_dam","primary_purpose","primary_type","height","length","volume","surface","drainage","spillway","inspection_frequency","distance_to_nearest_city","hazard","assessment","probability_of_failure","dam_repair_loss","damage_loss","business_interruption_loss","age","modification_count","years_from_modification","years_from_inspection","years_from_assessment","one_year_prob"
"656",655,"SOAD17171","Lyndrassia","No","Grade Stabilization","Earth",9.794,0.12,7629,0.06698,2277.11295,"Uncontrolled",0,NA,"Low","Not Rated",0.1014,10.2,17.8,NA,41,0,41,41,41,0.0112238045413663
"657",656,"SOAD19487","Lyndrassia","No","Recreation","Earth",11.376,NA,NA,0.01576,143.81766,"",0,0,"Significant","Not Rated",0.1473,17,123.1,5.1,NA,0,NA,27,NA,0.0172344081259313
"658",657,"SOAD20343","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",10.934,0.113,7900,0.03152,484.71878,"Uncontrolled",0,NA,"Low","Not Rated",0.1202,20.4,7.3,NA,25,0,25,25,25,0.0136112216750111
"659",658,"SOAD20370","Navaldia","No","","Earth",7.084,0.062,NA,NA,279.64545,"",0,NA,"Significant","Not Rated",0.1625,32.5,311.9,NA,25,0,25,15,10,0.0193785982371749
"660",659,"SOAD20568","Lyndrassia","No","Recreation","Earth",8.625,NA,NA,0.01773,266.329,"",0,31.87,"High","Not Rated",0.136,29.3,174.1,5.7,48,0,48,48,48,0.0156818623330648
"661",660,"SOAD20595","Lyndrassia","No","Recreation","Earth",10.575,0.092,15000,0.06107,2000.13079,"Uncontrolled",0,NA,"Low","Not Rated",0.1186,20.1,19,3.5,57,0,57,57,57,0.0133975155132201
"662",661,"SOAD20759","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Rockfill",8.966,NA,NA,0.01576,332.91125,"",0,0,"Low","Not Rated",0.1243,47.1,713.8,NA,55,0,55,55,55,0.0141115187391773
"663",662,"SOAD00503","Lyndrassia","Yes","Water Supply","Earth",8.522,0.09,NA,NA,NA,"",0,1.59,"Low","",0.1229,16.3,661.6,62.6,123,0,123,123,123,0.0139177757646547
"664",663,"SOAD00853","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",10.347,0.125,8600,0.00788,93.21515,"Uncontrolled",0,NA,"Low","Not Rated",0.0744,15,19.4,NA,26,0,26,26,26,0.00798191296199928
"665",664,"SOAD01090","Navaldia","Yes","Grade Stabilization","Earth",8.978,0.397,NA,0.02561,NA,"",0.2,NA,"Low","Fair",0.0675,9.1,15.7,NA,57,0,57,7,57,0.00719384053389826
"666",665,"SOAD01286","Flumevale","Yes","Water Supply","Earth",10.164,0.344,2500,0.01773,NA,"",1,NA,"High","Satisfactory",0.0855,11.3,601.4,68.7,61,0,61,3,8,0.00929273768366127
"667",666,"SOAD01636","Navaldia","No","Flood Risk Reduction","Earth",9.154,0.002,NA,NA,NA,"",0,NA,"Low","Not Rated",0.0821,15.3,22.2,NA,60,0,60,60,11,0.00888732410400924
"668",667,"SOAD02045","Navaldia","Yes","Recreation","Earth",4.128,0.077,NA,0.02167,2.66329,"",0.5,NA,"Significant","Fair",0.1495,11.7,32.1,6,90,0,90,4,90,0.0175556213448466
"669",668,"SOAD02307","Lyndrassia","No","Grade Stabilization","Earth",8.86,0.167,5384,0.00788,956.12111,"Uncontrolled",0,NA,"Low","Not Rated",0.0551,12.8,11.8,NA,23,0,23,23,23,0.00579427157050952
"670",669,"SOAD02370","Lyndrassia","No","Debris Control","Earth",8.751,NA,NA,0.01576,167.78727,"",0,7.96,"Low","Not Rated",0.1172,17,373.5,NA,72,0,72,72,72,0.0132132208925469
"671",670,"SOAD02856","Lyndrassia","No","Recreation","Earth",9.014,NA,NA,0.01773,633.86302,"",0,10.78,"Low","Not Rated",0.1037,12.2,258.4,4.3,66,0,66,66,66,0.01150838385531
"672",671,"SOAD03290","Navaldia","No","Recreation","Earth",5.78,0.1,NA,0.03349,NA,"Uncontrolled",0,NA,"Significant","Not Rated",0.1348,43.3,35.1,7.3,NA,0,NA,15,10,0.0155203078370971
"673",672,"SOAD03411","Lyndrassia","No","Fish and Wildlife Pond","Earth",8.989,0.083,10000,0.00788,282.30874,"Uncontrolled",0,NA,"Low","Not Rated",0.0811,8.2,6,NA,68,0,68,68,68,0.0087685691250583
"674",673,"SOAD04128","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",8.949,NA,NA,0.01576,412.80995,"",0,0,"Low","Not Rated",0.1273,27.3,652.3,NA,50,0,50,50,50,0.0145222293564446
"675",674,"SOAD04462","Lyndrassia","No","Grade Stabilization","Earth",9.632,0.093,4992,0.05713,1225.1134,"Uncontrolled",0,NA,"Low","Not Rated",0.0968,22.4,23.2,NA,27,0,27,27,27,0.0106588514457043
"676",675,"SOAD05018","Navaldia","Yes","Other","Earth",4.324,0.11,NA,0.01773,2.66329,"Uncontrolled",0.5,NA,"Significant","Satisfactory",0.1356,46.9,273.9,NA,22,0,22,8,22,0.0156279549165434
"677",676,"SOAD05917","Lyndrassia","No","Grade Stabilization","Earth",11.608,0.091,8857,0.07289,2370.3281,"Uncontrolled",0,NA,"Low","Not Rated",0.0663,9.6,14.4,NA,33,0,33,33,33,0.00705748462336043
"678",677,"SOAD06102","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",9.059,NA,NA,0.01773,759.03765,"",0,36.62,"Low","Not Rated",0.0814,21.8,108.4,NA,NA,0,NA,NA,NA,0.00880417246395965
"679",678,"SOAD06582","Navaldia","No","Recreation","Earth",9.627,0.106,7956,0.00788,2.66329,"",0,NA,"Low","Not Rated",0.0713,46.4,9.7,5.9,39,0,39,39,11,0.00762697057127803
"680",679,"SOAD06818","Flumevale","Yes","Irrigation","Earth",12.671,0.133,2015,0.01773,21.30632,"Uncontrolled",0.5,3.31,"Significant","Fair",0.1386,41.9,113.4,12.7,89,1,21,3,3,0.0160336080648955
"681",680,"SOAD06856","Lyndrassia","No","Debris Control","Earth",8.463,NA,NA,0.01773,151.80753,"",0,0,"Low","Not Rated",0.0826,39.8,329.7,NA,NA,0,NA,NA,NA,0.00894678421253961
"682",681,"SOAD07699","Navaldia","Yes","Flood Risk Reduction","Earth",15.77,0.157,NA,0.01379,NA,"",0,NA,"Low","Not Rated",0.1016,15.8,13.3,NA,57,0,57,57,11,0.0112484934161977
"683",682,"SOAD08639","Lyndrassia","No","Recreation","Earth",9.125,NA,NA,0.01576,114.52147,"",0,13.44,"Low","Not Rated",0.0923,12.1,170.9,3.1,48,0,48,48,48,0.0101112789319323
"684",683,"SOAD09384","Lyndrassia","No","Fish and Wildlife Pond","Earth",9.804,0.112,7452,0.04728,1547.37149,"Uncontrolled",0,NA,"Low","Not Rated",0.0867,33.5,6.4,NA,36,0,36,36,36,0.00943643319759955
"685",684,"SOAD09497","Navaldia","Yes","Recreation","",9.18,0.3,NA,0.05122,2.66329,"",0.2,NA,"Low","Not Rated",0.0651,44.7,18.5,8.8,110,0,110,7,110,0.00692132497601288
"686",685,"SOAD09813","Flumevale","Yes","Flood Risk Reduction","Earth",12.88,0.179,17400,0.02561,NA,"Uncontrolled",0.333333333333333,8.19,"Low","Satisfactory",0.0821,28.7,436.8,NA,66,0,66,11,5,0.00888732410400924
"687",686,"SOAD10414","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",8.755,NA,NA,0.01576,157.13411,"",0,18.26,"Low","Not Rated",0.0857,29.3,452.9,NA,54,0,54,54,54,0.00931666483003372
"688",687,"SOAD10754","Lyndrassia","No","Grade Stabilization","Earth",10.914,0.083,7650,0.03349,476.72891,"Uncontrolled",0,NA,"Low","Not Rated",0.0911,16.8,16.6,NA,22,0,22,22,22,0.00996606856791947
"689",688,"SOAD11343","Lyndrassia","No","Recreation","Earth",9.015,NA,NA,0.01576,529.99471,"",0,15.91,"High","Not Rated",0.0933,37.8,115.5,8.2,55,0,55,55,55,0.010232543700426
"690",689,"SOAD11808","Navaldia","No","Recreation","Earth",9.221,0.106,6748,NA,NA,"",0,NA,"Low","Not Rated",0.0819,12.8,18.9,8.4,46,0,46,46,11,0.00886355547402057
"691",690,"SOAD11885","Navaldia","Yes","","",6.166,0.1,NA,0.02364,NA,"Uncontrolled",0.2,NA,"High","Fair",0.0763,18.7,529.5,NA,NA,0,NA,6,5,0.00820163823242533
"692",691,"SOAD12634","Lyndrassia","No","Recreation","Earth",8.722,NA,NA,0.01576,109.19489,"",0,0,"Low","Not Rated",0.0656,23,670.4,5.8,NA,0,NA,NA,NA,0.00697803445778592
"693",692,"SOAD12655","Flumevale","Yes","Debris Control","Earth",18.056,0.308,83000,0.00788,2.66329,"",1,0.16,"High","Satisfactory",0.0912,26.6,764.5,NA,59,0,59,4,8,0.00997815673204392
"694",693,"SOAD12661","Lyndrassia","No","Recreation","Earth",8.717,NA,NA,0.01576,434.11627,"",0,7.66,"Low","Not Rated",0.0932,15.2,372.4,7.9,56,0,56,56,56,0.0102204066533267
"695",694,"SOAD12805","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",10.008,0.083,NA,NA,NA,"",0,67.14,"Low","",0.0832,7,229.3,NA,85,0,85,85,85,0.00901820896244679
"696",695,"SOAD12929","Lyndrassia","No","Grade Stabilization","Earth",10.992,0.133,9441,0.02561,862.90596,"Uncontrolled",0,NA,"Low","Not Rated",0.1037,31,18.9,NA,22,0,22,22,22,0.01150838385531
"697",696,"SOAD13112","Navaldia","Yes","Navigation","Concrete",7.123,0.011,NA,0.22458,NA,"Controlled",0.2,0,"High","Not Rated",0.1057,17.2,690.6,NA,16,0,16,7,2,0.0117570409864333
"698",697,"SOAD13268","Lyndrassia","No","Recreation","Earth",8.431,NA,NA,0.01576,143.81766,"",0,25.25,"Low","Not Rated",0.1211,29.7,195.3,6.7,NA,0,NA,NA,NA,0.0137328143740175
"699",698,"SOAD13430","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",10.071,0.126,NA,NA,1877.61945,"",0,NA,"Low","Not Rated",0.0826,11.4,22.4,NA,62,0,62,62,11,0.00894678421253961
"700",699,"SOAD13448","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",8.523,NA,NA,0.01576,689.79211,"",0,34.46,"Low","Not Rated",0.0829,25.4,82,NA,48,0,48,48,48,0.00898248668751049
"701",700,"SOAD13889","Lyndrassia","No","Fish and Wildlife Pond","Earth",9.088,0.1,9640,0.02561,950.79453,"Uncontrolled",0.2,NA,"High","Not Rated",0.1009,27.6,908.6,NA,65,0,65,65,65,0.0111621292407937
"702",701,"SOAD14227","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",8.71,NA,NA,0.01576,151.80753,"",0,28.7,"Low","Not Rated",0.1029,7,214.7,NA,48,0,48,48,48,0.0114092352723995
"703",702,"SOAD14545","Navaldia","Yes","Recreation","Gravity",9.987,0.054,NA,0.01576,10.65316,"",0.2,NA,"Low","Not Rated",0.0224,19.2,7.3,5.4,118,0,118,10,118,0.00227898853138754
"704",703,"SOAD15022","Lyndrassia","No","Grade Stabilization","Earth",11.556,0.14,6450,0.05516,2319.72559,"Uncontrolled",0,NA,"Low","Not Rated",0.0725,10.5,20.5,NA,35,0,35,35,35,0.00776418923426714
"705",704,"SOAD15031","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",8.831,NA,NA,0.01576,519.34155,"",0,0,"Low","Not Rated",0.0882,7.5,97.5,NA,47,0,47,47,47,0.00961650198824806
"706",705,"SOAD16447","Navaldia","Yes","","Earth",10.583,0.117,NA,0.02364,NA,"Uncontrolled",0.5,0,"High","Poor",0.1234,47.3,809.8,NA,NA,1,6,3,3,0.01398673823196
"707",706,"SOAD16506","Lyndrassia","No","Grade Stabilization","Earth",10.594,0.16,8910,0.3349,21937.51973,"",0,NA,"Low","Not Rated",0.0826,246.8,9.8,NA,48,0,48,48,48,0.00894678421253961
"708",707,"SOAD16968","Flumevale","Yes","Irrigation","Earth",12.899,0.088,12587,0.01576,NA,"",0.166666666666667,10.88,"Low","Not Rated",0.0835,39.5,433,40.3,70,0,70,8,70,0.00905395103432061
"709",708,"SOAD17041","Navaldia","No","Recreation","Earth",9.045,0.083,NA,NA,2.66329,"",0,NA,"Low","Not Rated",0.0623,15.7,18,9.5,45,0,45,45,11,0.00660437348891352
"710",709,"SOAD17639","Navaldia","No","","Earth",5.132,0.1,NA,NA,NA,"Uncontrolled",0,NA,"Significant","Not Rated",0.1483,332.7,325.7,NA,NA,0,NA,10,5,0.0173806165214354
"711",710,"SOAD17650","Lyndrassia","No","Other","Earth",9.025,NA,NA,0.01773,332.91125,"",0,0,"Low","Not Rated",0.0924,37.4,409.1,NA,NA,0,NA,NA,NA,0.0101233948747401
"712",711,"SOAD18151","Lyndrassia","No","Flood Risk Reduction","Earth",9.739,0.117,5500,0.06107,2423.5939,"Uncontrolled",0,NA,"Low","Not Rated",0.0915,30.3,5.9,NA,45,0,45,45,45,0.0100144350360923
"713",712,"SOAD18519","Lyndrassia","No","Grade Stabilization","Earth",8.398,0.125,9123,0.03349,1020.04007,"Uncontrolled",0,NA,"Low","Not Rated",0.0909,25,20.6,NA,25,0,25,25,25,0.00994189913024972
"714",713,"SOAD19609","Lyndrassia","No","Grade Stabilization","Earth",10.155,0.15,7285,0.04925,1600.63729,"Uncontrolled",0,NA,"Low","Not Rated",0.0873,22.4,8,NA,58,0,58,58,58,0.00950840060419178
"715",714,"SOAD19948","Lyndrassia","No","Other","Earth",8.52,NA,NA,0.01576,255.67584,"",0,0,"Low","Not Rated",0.0729,19.7,415,NA,NA,0,NA,NA,NA,0.00780997807820214
"716",715,"SOAD20425","Lyndrassia","No","Grade Stabilization","Earth",9.431,0.128,10157,0.00788,229.04294,"Uncontrolled",0,NA,"Low","Not Rated",0.0925,44.7,16.2,NA,27,0,27,27,27,0.0101355131505305
"717",716,"SOAD00840","Lyndrassia","No","Grade Stabilization","Earth",11.068,0.087,7325,0.01773,972.10085,"Uncontrolled",0,NA,"Low","Not Rated",0.1064,40.4,14,NA,18,0,18,18,18,0.0118443410629445
"718",717,"SOAD01680","Lyndrassia","No","Grade Stabilization","Earth",11.953,0.084,10730,0.03349,1041.34639,"Uncontrolled",0,NA,"Low","Not Rated",0.1127,46.2,8.6,NA,32,0,32,32,32,0.0126410168457293
"719",718,"SOAD02516","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",9.476,0.15,11400,0.01576,1739.12837,"Uncontrolled",0,NA,"Low","Not Rated",0.0999,10.1,7.5,NA,26,0,26,26,26,0.0110389776703354
"720",719,"SOAD02569","Navaldia","Yes","Flood Risk Reduction","Earth",9.069,0.098,NA,0.01773,NA,"",0,NA,"Low","Not Rated",0.0771,36.1,7.1,NA,NA,0,NA,NA,11,0.00829576773757377
"721",720,"SOAD03041","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",8.955,NA,NA,0.01576,825.6199,"",0,9.94,"Low","Not Rated",0.0686,45.1,424.7,NA,56,0,56,56,56,0.00731900856039045
"722",721,"SOAD03265","Lyndrassia","No","Recreation","Earth",8.956,NA,NA,0.01576,167.78727,"",0,0,"Low","Not Rated",0.118,12.5,122.5,8.9,NA,0,NA,NA,NA,0.0133182169434409
"723",722,"SOAD03355","Lyndrassia","No","Grade Stabilization","Earth",9.826,0.122,6022,0.03349,615.21999,"Uncontrolled",0,NA,"Low","Not Rated",0.1108,7.6,23.4,NA,28,0,28,28,28,0.0124125326436389
"724",723,"SOAD03562","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",11.457,0.111,7512,0.04334,1339.63487,"Uncontrolled",0,NA,"Low","Not Rated",0.0839,36.6,8.6,NA,36,0,36,36,36,0.0091016379250813
"725",724,"SOAD03761","Navaldia","Yes","","Earth",5.734,0.11,NA,NA,NA,"Uncontrolled",0.2,NA,"High","Fair",0.0747,29.4,529.6,NA,NA,1,40,3,3,0.00801381735672158
"726",725,"SOAD04064","Lyndrassia","No","Grade Stabilization","Earth",10.73,0.133,7560,0.02561,607.23012,"Uncontrolled",0,NA,"Low","Not Rated",0.069,40.9,15.8,NA,50,0,50,50,50,0.00736456633067172
"727",726,"SOAD04607","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",8.955,NA,NA,0.01576,948.13124,"",0,8.42,"Low","Not Rated",0.1238,10.8,125.9,NA,58,0,58,58,58,0.0140420953686949
"728",727,"SOAD04660","Lyndrassia","No","Fish and Wildlife Pond","Earth",8.77,0.25,6000,0.0394,1155.86786,"Uncontrolled",0,NA,"Low","Not Rated",0.0668,38.9,16.3,NA,48,0,48,48,48,0.00711427558813387
"729",728,"SOAD04769","Navaldia","Yes","Other","Earth",6.448,0.075,NA,NA,2.66329,"",1,NA,"High","Satisfactory",0.116,573.2,882.7,NA,NA,0,NA,6,NA,0.0130573369495354
"730",729,"SOAD05044","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",8.758,NA,NA,0.01576,383.51376,"",0,33.63,"High","Not Rated",0.1141,11.8,56.8,NA,48,0,48,48,48,0.0128147943086673
"731",730,"SOAD05080","Navaldia","No","Fish and Wildlife Pond","Earth",9.255,0.2,43632,0.03349,NA,"Uncontrolled",0,31.26,"Significant","Not Available",0.1506,11.8,200.3,NA,52,0,52,52,52,0.0176546277078669
"732",731,"SOAD05259","Flumevale","Yes","Fish and Wildlife Pond","Earth",9.762,0.227,NA,0.03349,NA,"",0,16.59,"Low","Fair",0.097,39.7,245.9,NA,55,0,55,24,7,0.0106833023207702
"733",732,"SOAD05952","Navaldia","No","Recreation","Buttress",6.514,0.05,NA,0.03349,28150.9753,"Uncontrolled",0,NA,"Significant","Not Rated",0.1529,33.3,96.1,8,56,0,56,13,8,0.0179883173911357
"734",733,"SOAD06127","Navaldia","No","Recreation","Earth",8.765,0.117,NA,NA,1339.63487,"",0,NA,"Low","Not Rated",0.0767,27.2,8.1,7.9,53,0,53,53,11,0.00824868484017461
"735",734,"SOAD06401","Navaldia","No","","Earth",11.061,0.097,7337,NA,NA,"",0,NA,"Low","Not Rated",0.0935,20.2,22.3,NA,49,0,49,49,11,0.0102568248785799
"736",735,"SOAD06616","Lyndrassia","No","Flood Risk Reduction","Earth",12.034,0.123,14286,0.04728,1906.91564,"Uncontrolled",0,NA,"Low","Not Rated",0.0957,42.4,6.9,NA,51,0,51,51,51,0.010524548526999
"737",736,"SOAD06880","Lyndrassia","No","Grade Stabilization","Earth",10.617,0.13,9461,0.05122,2543.44195,"Uncontrolled",0,NA,"Low","Not Rated",0.0997,21.6,21.3,NA,20,0,20,20,20,0.0110143788974846
"738",737,"SOAD10322","Flumevale","Yes","Water Supply","Earth",13.184,0.367,38500,0.01576,NA,"",1,0,"High","Satisfactory",0.0951,39.8,562.7,48.2,60,0,60,3,8,0.0104514173254348
"739",738,"SOAD10404","Lyndrassia","No","Recreation","Earth",9.003,NA,NA,0.01773,420.79982,"",0,1.67,"Low","Not Rated",0.108,23.6,128.9,8.6,54,0,54,54,54,0.0120298033207595
"740",739,"SOAD11935","Lyndrassia","No","Other","Earth",7.538,NA,NA,0.01576,85.22528,"",0,41.98,"High","Not Rated",0.1438,21,136.3,NA,NA,0,NA,NA,NA,0.0167451867670844
"741",740,"SOAD14492","Navaldia","No","Flood Risk Reduction","Earth",9.6,0.207,NA,0.01379,NA,"",0,NA,"Low","Not Rated",0.0722,24.6,20.4,NA,41,0,41,41,11,0.00772986391948559
"742",741,"SOAD15124","Navaldia","Yes","Debris Control","Earth",6.722,0.307,NA,NA,18.64303,"",1,NA,"High","Fair",0.1211,620.7,823.4,NA,67,0,67,5,67,0.0137328143740175
"743",742,"SOAD15452","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",8.903,NA,NA,0.01773,135.82779,"",0,0,"Low","Not Rated",0.1095,36.9,515.1,NA,67,0,67,67,67,0.0122609883298958
"744",743,"SOAD15752","Flumevale","Yes","Irrigation","Earth",9.213,0.267,NA,0.01576,NA,"Uncontrolled",0.5,0,"Significant","Satisfactory",0.1212,26.4,833.8,24,46,0,46,3,3,0.0137463840509122
"745",744,"SOAD15777","Flumevale","Yes","","",9.761,NA,NA,NA,NA,"",0.166666666666667,NA,"Low","Unsatisfactory",0.0931,9.2,7.1,NA,NA,0,NA,12,21,0.010208271963348
"746",745,"SOAD15935","Navaldia","Yes","Recreation","Earth",4.853,0.147,NA,0.03349,7.98987,"Uncontrolled",0.2,NA,"High","Fair",0.0898,43.4,911,4.1,55,0,55,5,11,0.00980913064350685
"747",746,"SOAD17301","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",9.054,NA,NA,0.01576,170.45056,"",0,0,"Low","Not Rated",0.1176,21.2,822.1,NA,60,0,60,60,60,0.0132656129283635
"748",747,"SOAD17922","Lyndrassia","No","Recreation","Earth",8.957,NA,NA,0.01576,282.30874,"",0,0,"Low","Not Rated",0.0696,28.1,703.5,8,48,0,48,48,48,0.00743294564143865
"749",748,"SOAD18112","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",11.305,0.118,12210,0.00788,1185.16405,"Uncontrolled",0,NA,"Low","Not Rated",0.1174,43.7,20.4,NA,23,0,23,23,23,0.0132393902789656
"750",749,"SOAD19155","Navaldia","Yes","Flood Risk Reduction","Earth",5.495,0.333,NA,0.01182,7.98987,"",1,NA,"High","Fair",0.0905,31.6,736.4,NA,46,0,46,5,46,0.00989358774815694
"751",750,"SOAD19268","Lyndrassia","No","Recreation","Earth",9.15,NA,NA,0.01773,143.81766,"",0,0,"Low","Not Rated",0.1147,9.8,675.1,9,71,0,71,71,71,0.0128619281664299
"752",751,"SOAD19994","Flumevale","Yes","Irrigation","Earth",10.12,0.092,NA,0.01576,NA,"Uncontrolled",0.166666666666667,1.58,"Low","Satisfactory",0.0406,45.1,576.7,16.9,35,0,35,5,6,0.00420673630174027
"753",752,"SOAD20210","Navaldia","No","Recreation","Earth",10.539,0.08,5900,NA,2.66329,"Uncontrolled",0,0,"Low","Not Available",0.0614,31.7,400.6,8.1,57,0,57,57,57,0.00650272001541911
"754",753,"SOAD20255","Navaldia","Yes","Flood Risk Reduction","Earth",9.559,0.097,NA,NA,NA,"",0,NA,"Low","Not Rated",0.1093,19.1,15.6,NA,54,0,54,54,11,0.012238012902171
"755",754,"SOAD01177","Lyndrassia","No","Recreation","Earth",8.371,NA,NA,0.01576,314.26822,"",0,8.32,"Low","Not Rated",0.1001,10.7,193.6,4.7,NA,0,NA,NA,NA,0.0110635869095681
"756",755,"SOAD01182","Navaldia","Yes","Recreation","Earth",5.915,0.073,NA,0.0197,2.66329,"",0.5,NA,"Significant","Not Rated",0.1793,38.9,223.4,9.2,NA,0,NA,7,NA,0.0218670062154825
"757",756,"SOAD01843","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",8.337,NA,NA,0.01576,111.85818,"",0,43.93,"Low","Not Rated",0.0792,31.4,101.3,NA,48,0,48,48,48,0.00854354376429155
"758",757,"SOAD01986","Lyndrassia","No","Irrigation","Earth",8.603,NA,NA,0.01773,189.09359,"",0,0,"Low","Not Rated",0.0888,27.7,200.9,32.9,48,0,48,48,48,0.00968867021611654
"759",758,"SOAD02391","Navaldia","Yes","Flood Risk Reduction","Earth",11.403,0.175,NA,0.13002,NA,"",0,5.07,"Low","Not Rated",0.0811,43.1,218.2,NA,NA,0,NA,NA,11,0.0087685691250583
"760",759,"SOAD03145","Navaldia","Yes","Recreation","Earth",8.949,0.138,NA,0.04334,13.31645,"",0.2,NA,"Low","Fair",0.0588,38.6,21,6.7,63,0,63,8,63,0.00620967225606888
"761",760,"SOAD03372","Flumevale","Yes","Other","Gravity",14.263,0.04,NA,0.01576,26.6329,"",1,2.53,"High","Fair",0.0905,11.3,422.6,NA,117,0,117,2,6,0.00989358774815694
"762",761,"SOAD03630","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",12.614,0.083,11000,0.00788,1424.86015,"Uncontrolled",0,NA,"Low","Not Rated",0.0887,18.2,19,NA,23,0,23,23,23,0.00967663656830378
"763",762,"SOAD03863","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",8.698,NA,NA,0.01576,234.36952,"",0,0,"Low","Not Rated",0.1165,15.4,245.8,NA,49,0,49,49,49,0.0131220511319635
"764",763,"SOAD04121","Flumevale","Yes","Irrigation","Earth",11.601,0.062,6800,0.01773,37.28606,"Uncontrolled",0,14.46,"Low","Not Rated",0.0808,36.7,257.4,37.4,10,0,10,10,10,0.00873298565850513
"765",764,"SOAD04201","Flumevale","Yes","Flood Risk Reduction","Rockfill",15.13,0.187,27610,0.00788,NA,"Uncontrolled",1,0,"High","Fair",0.1046,6.2,194,NA,26,0,26,5,5,0.011620139406371
"766",765,"SOAD04728","Lyndrassia","No","Other","Earth",8.848,NA,NA,0.01773,130.50121,"",0,0,"Low","Not Rated",0.0714,29.2,214.4,NA,NA,0,NA,NA,NA,0.00763839711176839
"767",766,"SOAD05162","Lyndrassia","No","Recreation","Earth",9.06,NA,NA,0.01773,141.15437,"",0,0,"Low","Not Rated",0.0851,37.5,625.5,8.3,NA,0,NA,NA,NA,0.00924490986816162
"768",767,"SOAD05451","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",8.779,NA,NA,0.01576,524.66813,"",0,14.11,"Low","Not Rated",0.0766,42.4,327.2,NA,68,0,68,68,68,0.00823691978117449
"769",768,"SOAD05912","Lyndrassia","No","Grade Stabilization","Earth",8.833,0.121,9182,0.03349,854.91609,"Uncontrolled",0,NA,"Low","Not Rated",0.1081,19.5,8.8,NA,31,0,31,31,31,0.0120409924093196
"770",769,"SOAD06228","Lyndrassia","No","Recreation","Earth",8.7,NA,NA,0.01576,258.33913,"",0,30.1,"Low","Not Rated",0.1254,40,138.2,8.8,NA,0,NA,39,NA,0.0142650966136313
"771",770,"SOAD06527","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",8.559,NA,NA,0.01773,186.4303,"",0,13.05,"High","Not Rated",0.116,9.5,424.8,NA,48,0,48,48,48,0.0130573369495354
"772",771,"SOAD06531","Lyndrassia","No","Grade Stabilization","Earth",10.851,0.133,9749,0.05122,1201.14379,"Uncontrolled",0,NA,"Low","Not Rated",0.0929,41.1,8.1,NA,26,0,26,25,26,0.0101840096423223
"773",772,"SOAD07255","Lyndrassia","No","Grade Stabilization","Earth",9.158,0.09,5492,0.04137,1701.84231,"Uncontrolled",0,NA,"Low","Not Rated",0.0737,10.2,5.1,NA,34,0,34,34,34,0.00790163154790984
"774",773,"SOAD08061","Lyndrassia","No","Flood Risk Reduction","Earth",9.386,NA,NA,0.01576,852.2528,"",0,1.54,"Low","Not Rated",0.1315,21.8,655.2,NA,51,0,51,51,51,0.0150786578779871
